DIS_CODE;SUBJECT;RESULT;AUTHOR;KEYWORDS;
07.7.6.19.20;Оценка качества изображения и расчет допусков / Assessment of the image quality and the tolerancing;0;Максим;Характеристики изображения, Критерии качества изображения, Функция рассеяния точки, Дифракция в оптической системе, Принцип Гюйгенса-Френеля, Преобразование Фурье, Оптическая передаточная функция, Соотношение фильтрование, Качество изображения многозвенной оптико-цифровой системы, Методы оценки качества изображения, Метод Гартмана;
07.7.6.206.20;Магнитные,градиентные и радиочастотные системы МРТ;0;Максим;Согласование антенн, Построение распределения ближнего поля, Экстракция материальных параметров, Практическое измерение диаграмм направленности, Коэффициентов усиления, Рассеяние Ми,;
07.7.6.207.20;Импульсные последовательности и методы физического контрастирования в МР-томографии;0;Максим;Контраст по временам релаксации, Селективное изменение контраста, МР-ангиография, МР-эластография, Измерение перфузии, Диффузно-взвешенная томография, Контрастирование по временам релаксации, Контрастные вещества, Селективное изменение контраста путем манипуляции намагниченностью,;
07.7.6.209.20;Технологии и экспериментальные методы в радиофизике и МРТ;0;Максим;Согласование антенн, Построение распределения ближнего поля, Экстракция материальных параметров, Практическое измерение диаграмм направленности, Коэффициентов усиления, Рассеяние Ми,;
07.7.6.211.20;Технологии и экспериментальные методы в радиофизике;0;Максим;Согласование антенн, Построение распределения ближнего поля, Экстракция материальных параметров, Практическое измерение диаграмм направленности, Коэффициентов усиления, Рассеяние Ми,;
07.7.6.214.20;Программируемая электроника на программируемых логических интегральных схемах / FPGA based programmable electronics;0;Максим;Цифровая абстракция, Системы счисления, Конечные автоматы, Архитектура ПЛИС, Языки описания аппаратуры, Моделирование логических схем, Modelsim, Отладка в режиме реального времени, Временной анализ логических схем, TimeQuest, Микроархитектура процессора;
07.7.6.215.20;Системы автоматизированного проектирования электронных схем / CAD systems for electronic circuits;0;Максим;Современные средства САПР в области электроники, PCBWeb, Моделирование базовых компонентов электронной схемы, Моделирование процессов в электронной схеме, Составление номенклатуры компонентов электронной схемы, Проектирование принципиальной схемы, Технологий производства современных устройств электроники, Номенклатура моделей компонентов электронной схемы, Компоновка узлов электронного прибора, Трассировка печатной платы устройства, Технологические возможности производителей печатных плат, Настройка технологических параметров печатной платы, Создание пакета выходной производственной документации;
07.7.6.216.20;Практическая электроника / Practical electronics;0;Максим;Цикл изготовления электронных приборов, Системы автоматизированного проектирования, Проектирование оптико-электронных устройств, Электронное оборудование, Электронная элементная база, Сборка электронных устройств, Монтаж электронных устройств, Электромагнитная совместимость приборов и устройств, Similink, Методы исправления ошибок;
07.7.6.217.20;Прецизионная механика / Precision mechanics;0;Максим;Задачи измерительных исследований, Классификация измерительно-вычислительных систем, Алгоритмы сбора измерительной информации, Интерфейсы измерительных вычислительных систем, Разновидности измерительно-вычислительных систем, Метрологическое обеспечение измерительно-вычислительных систем, Способы борьбы с помехами, Экономическая эффективность измерительно-вычислительных систем;
07.7.6.218.20;Сети связи и системы коммутации / Communication networks;0;Максим;Модель взаимодействия открытых систем, Локальные сети, Технология Ethernet, IPv4, IPv6, Принципы маршрутизации пакетов, Динамические протоколы маршрутизации, Стек протоколов TCP/IP, Синхронизация в системах пакетной коммутации, Проектирование специализированных систем связи;
07.7.6.219.20;Программируемая электроника на программируемых логических интегральных схемах;0;Максим;Цифровая абстракция, Системы счисления, Конечные автоматы, Архитектура ПЛИС, Языки описания аппаратуры, Моделирование логических схем, Modelsim, Отладка в режиме реального времени, Временной анализ логических схем, TimeQuest, Микроархитектура процессора;
07.7.6.220.20;Системы автоматизированного проектирования электронных схем;0;Максим;Современные средства САПР в области электроники, PCBWeb, Моделирование базовых компонентов электронной схемы, Моделирование процессов в электронной схеме, Составление номенклатуры компонентов электронной схемы, Проектирование принципиальной схемы, Технологий производства современных устройств электроники, Номенклатура моделей компонентов электронной схемы, Компоновка узлов электронного прибора, Трассировка печатной платы устройства, Технологические возможности производителей печатных плат, Настройка технологических параметров печатной платы, Создание пакета выходной производственной документации;
07.7.6.221.20;Практическая электроника;0;Максим;Цикл изготовления электронных приборов, Системы автоматизированного проектирования, Проектирование оптико-электронных устройств, Электронное оборудование, Электронная элементная база, Сборка электронных устройств, Монтаж электронных устройств, Электромагнитная совместимость приборов и устройств, Similink, Методы исправления ошибок;
07.7.6.222.20;Прецизионная механика;0;Максим;Задачи измерительных исследований, Классификация измерительно-вычислительных систем, Алгоритмы сбора измерительной информации, Интерфейсы измерительных вычислительных систем, Разновидности измерительно-вычислительных систем, Метрологическое обеспечение измерительно-вычислительных систем, Способы борьбы с помехами, Экономическая эффективность измерительно-вычислительных систем;
07.7.6.223.20;Сети связи и системы коммутации;0;Максим;Модель взаимодействия открытых систем, Локальные сети, Технология Ethernet, IPv4, IPv6, Принципы маршрутизации пакетов, Динамические протоколы маршрутизации, Стек протоколов TCP/IP, Синхронизация в системах пакетной коммутации, Проектирование специализированных систем связи;
07.7.6.224.20;Применение нейронных сетей;0;Максим;Искусственный интеллект, Регрессионный анализ, Задача классификации, Задачи кластеризации, Метод Монте-Карло, Проклятье размерности, Роевой интеллект, Восстановления исходной формы зашумленных сигналов, Реализация нейронных сетей, FPGA;
07.7.6.225.20;Методы статистической обработки экспериментальных данных;0;Максим;Генеральная совокупность, Непрерывный вариационный ряд, Выборочная дисперсия, Медиана, Доверительные интервалы, Статистические гипотезы, Статистическая критерии, Корреляционная зависимость, Множественная линейная регрессия;
07.7.6.226.20;Элементы теории автоматического управления;0;Максим;Классификация систем управления, Математические модели технических систем, Временные характеристики систем управления, Частотные характеристики систем, Устойчивость динамических систем, Точностные свойства систем управления, Пропорционально-интегрально-дифференциальный регулятор, Модальное управление;
07.7.6.227.20;Программируемая электроника в волоконно-оптических приборах;0;Максим;Волоконно-оптические датчики, Цифровая обработка сигналов, Программируемая логика, ПЛИС, Основы языка описания аппаратуры VHDL, Simulink;
07.7.6.230.20;Нанотехнология фотонной записи брэгговских решеток в фоторефрактивные оптические волокна;0;Максим;Волоконные брэгговские решетки, Методы повышения фоторефрактивности оптических волокон, Электрострикционная модель формирование волоконной брэгговской решетки, Спектральный отклик волоконной брэгговской решетки, Запись волоконных брэгговских решеток, Применение брэгговских решеток в телекоммуникации, Интерферометрические датчики на волоконных брэгговских отражателях;
07.7.6.231.20;Акусто-оптические преобразователи и их применение;0;Максим;Типы волоконных акустооптических сенсоров, Мультиплексирование волоконно-оптических акустических сенсоров, Квазираспределенные системы волоконных акустооптических сенсоров, Применение волоконных акустооптических антенн;
07.7.6.232.20;Рамановское и Мандельштам- бриллюэновское рассеяния в оптических волокнах и их применение;0;Максим;Рамановское рассеяние, Мандельштам-бриллюэновское рассеяние, Вынужденное комбинационное рассеяние, Вынужденное рассеяние Мандельштама-бриллюэна, Волоконно-оптические датчики, Рамановская спектроскопия, Рамановский усилитель, Рамановский лазер;
07.7.6.233.20;Основы современного конструирования;0;Максим;Конструкционные материалы, Основы взаимозаменяемости, Рабочие чертежи, Cборочные чертежи, Децимальный номер чертежа, Разработка 3D моделей, Виды нагрузок, Виды напряжений, Основы теории плоских сечений, Методы конструирования приборов, Расчет напряжений при действии нагрузок статический, Расчет кинематических погрешностей;
07.7.6.234.20;Современные системы пакетной коммутации;0;Максим;Модель взаимодействия открытых систем, Локальные сети, Технология Ethernet, IPv4, IPv6, Принципы маршрутизации пакетов, Динамические протоколы маршрутизации, Стек протоколов TCP/IP, Синхронизация в системах пакетной коммутации, Проектирование специализированных систем связи;
07.7.6.236.20;Применение светодиодных систем в технике, биологии, медицине (КР);0;Максим;Основные области применения светодиодов, Промышленное светодиодное освещение, Ультрафиолетовые светодиодные системы, Инфракрасные светодиодные системы, Электромагнитное излучение, Медико-биологические аспекты светодиодного освещения;
07.7.6.241.20;Рост и физические свойства кристаллов;0;Максим;Геометрическая кристаллография, Кристалл, Свойства кристалла, Простые формы кристаллов, Структурная кристаллография, Кристаллохимия, Решетки Браве, Плотнейшая упаковка, Пространственные элементы симметрии, Рост кристаллов, Дефекты в кристаллах, Рост из однокомпонентных систем, Рост из многокомпонентных систем;
07.7.6.243.20;Системное проектирование оптико-электронных приборов и систем;0;Максим;Основные проектные описания ОЭПиС, Основные процедуры проектирования ОЭПиС на системотехническом уровне, Математическое обеспечение проектных математических моделей типовых сигналов, Гармонический анализ типовых сигналов, Проектирование функциональных элементов ОЭПиС на системотехническом уровне, Дискретное представление проектной математической модели линейных элементов ОЭПиС, Синтез линейного элемента методом рекуррентных разностных уравнений, Статистический анализ при проектировании ОЭПиС, Проектные процедуры многовариантного анализа ОЭПиС,;
07.7.6.245.20;Полупроводниковые лазеры и приборы на их основе;0;Максим;Материалы полупроводниковых лазеров, Электрическая накачка, Оптическая накачка, Поддержание температурного режима, Спектральная ширина полупроводникового лазера, Импульсный режим генерации полупроводниковых лазеров, Полупроводниковый лазер с обратной оптической связью, Моделирование полупроводниковых лазеров;
07.7.6.246.20;Методы передачи, приема и обработки информации;0;Максим;Типы кабелей, Витая пара, Оптоволокно, Коаксиальный кабель, Структура проводных телефонных сетей, Резервирование, Пропускная способность,  Методы контроля канала связи, Протоколы обмена,;
07.7.6.247.20;Системы телевизионного наблюдения (КР);0;Максим;Модуляция сигнала, Спектр модулированного сигнала, Стандартный телевизионный сигнал, Формирование телевизионного растра, Частотный спектр телевизионного сигнала, Критерии выбора, Характеристики телевизионных камер, Поворотные камеры, Расчет фокусного расстояния, Алгоритмы сжатия видеосигналов, Жидкокристаллические мониторы,;
07.7.6.248.20;Системы охранной сигнализации;0;Максим;Извещатели, Магнитоконтактные извещатели, ПИК-извещатели, Топология систем охранной сигнализации, Схемотехника проводных шлейфов, Типы диаграмм направленности, Оптические системы, Алгоритмы принятия решения, Защита от несанкционированного программирования, Термокомпенсация, Индикация состояния, Устройства индикации, Антимаскирование.;
07.7.6.249.20;Системы пожарной сигнализации, оповещения и пожаротушения;0;Максим;Действующие государственные нормативы, Характеристики пожаров, Типовой состав СОУЭ, Основные технические характеристики оборудования систем оповещения, Типовой состав СПТ, Основные технические характеристики оборудования СПТ, Типовой состав системы пожарной сигнализации, Структура системы ПС на базе ППКП,;
07.7.6.250.20;Системы контроля и управления доступом;0;Максим;Идентификаторы, Точки доступа, Уровень доступа, Обобщенная структурная схема СКУД, Структура зон доступа, Общие принципы функционирования СКУД, Модель СКУД, Методы идентификаци, Несанкционированные действия, Защищенность идентификаторо, Математическая модель процесса идентификации, Классификация идентификаторов, Требования к идентификаторам, Биометрический метод идентификации, Виды ошибок идентификации, Квазистатические признаки идентификации.;
07.7.6.251.20;Интегрированные системы физической защиты (КР);0;Максим;Система безопасности, Технические средства физической защиты, Средства реагирования, Задачи обеспечения безопасности, Этапы разработки СФЗ, Основные функции СФЗ, Функциональный состав СФЗ, Структура СФЗ, Системы обнаружения, Обнаружение НСП, Продолжительность обнаруженного проникновения, Оценка вероятности обнаружения, Воздействия на СФЗ, Методы преднамеренных воздействий, Модель комплексной интегрированной СФЗ, Взаимное расположения СО;
06.3.0.1.18;Теория вероятностей;0;Максим;Аксиомы Колмогорова, Общее вероятностное пространство, Свойства вероятностной меры, Классическое определение вероятности, Геометрические вероятности, Условная вероятность, Независимость событий и экспериментов, Формула полной вероятности, Формула Байеса, Схема Бернулли, Предельные теоремы для схемы Бернулли, Случайные величины, Функция распределения, Виды распределений, Условные распределения, Математическое ожидание, Дисперсия, Моменты случайной величины, Условные математические ожидания, Ковариация, Коэффициент корреляции;
06.2.0.1.18;Теория вероятностей;0;Максим;Аксиомы Колмогорова, Общее вероятностное пространство, Свойства вероятностной меры, Классическое определение вероятности, Геометрические вероятности, Условная вероятность, Независимость событий и экспериментов, Формула полной вероятности, Формула Байеса, Схема Бернулли, Предельные теоремы для схемы Бернулли, Случайные величины, Функция распределения, Виды распределений, Условные распределения, Математическое ожидание, Дисперсия, Моменты случайной величины, Условные математические ожидания, Ковариация, Коэффициент корреляции;
06.6.5.23.20;Теория вероятностей;0;Максим;Аксиомы Колмогорова, Общее вероятностное пространство, Свойства вероятностной меры, Классическое определение вероятности, Геометрические вероятности, Условная вероятность, Независимость событий и экспериментов, Формула полной вероятности, Формула Байеса, Схема Бернулли, Предельные теоремы для схемы Бернулли, Случайные величины, Функция распределения, Виды распределений, Условные распределения, Математическое ожидание, Дисперсия, Моменты случайной величины, Условные математические ожидания, Ковариация, Коэффициент корреляции;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
