id,name,value,source,author_id,domain_id
15401,Программирование на ассемблере,5,"",,50
15400,Проектирование МП устройств,-1,"",,
15399,Встраиваемые МП устройства,1,"",,
15398,Архитектура микропроцессора,0,"",,17
15397,Машинный формат данных,-1,"",,
15396,Цифровая электроника,8,"",,56
15395,Аналоговая электроника,1,"",,56
15394,Системы множественного доступа,0,"",,
15393,Кодирование в системах беспроводной связи,0,"",,
15392,Широкополосные передачи,0,"",,33
15391,Повышение эффективности беспроводных каналов,0,"",,33
15390,Модели беспроводных каналов,0,"",,33
15389,Беспроводные системы связи,1,"",,17
15388,Выявление требований к ПО,0,"",,
15387,Качество программного обеспечения,0,"",,17
15386,Модели жизненного цикла ПО,0,"",,
15385,Тестирование программного средства,0,"",,
15384,Комплексирование программных средств,0,"",,
15383,Анализ требований к программным средствам,0,"",,
15382,Инструментарий технологии программирования,1,"",,50
15381,Автоматическое восстановление отказоустойчивых КС,0,"",,
15380,Системы с восстановлением,0,"",,
15379,Надежность программного обеспечения,5,"",,17
15378,Расчет надежности технических систем,1,"",,
15377,Вероятность безотказной работы (ВБР),1,"",,
15376,Защита веб-приложений,0,"",,180
15375,Обеспечения программной защиты в Интернет,0,"",,180
15374,Синтез и моделирование систем управления,4,"",,
15373,Алгоритмы эволюционного программирования,1,"",,50
15372,Алгоритмы генетического программирования,1,"",,50
15371,Гипотезы эволюционных вычислений,-1,"",,
15370,Модель генетических алгоритмов,1,"",,14
15369,Системы подчиненного регулирования скорости и угла поворота,-1,"",,
15368,Одноконтурные системы регулирования скорости,-1,"",,
15367,Математическая модель контура,-1,"",,11
15366,Системы регулирования электромагнитного момента,-1,"",,20
15365,Оптимизация линейных систем управления,-1,"",,
15364,Алгоритмы управления и регуляторы,-1,"",,
15363,Энергетические подсистемы (ЭПС),-1,"",,49
15362,Активность промышленных ферментных препаратов,0,"",,
15361,Субстратный состав пищевого сырья,0,"",,21
15360,Продукты гидролиза полисахаридов и белков,1,"",,21
15359,Биокаталитические свойства ферментов микробного происхождения,0,"",,24
15358,Концепция направленного биокатализа,0,"",,
15357,Функции кислорода в организме человека,0,"",,182
15356,Оценка структуры питания и пищевого статуса человека,0,"",,21
15355,Микронутриенты,0,"",,
15354,Физиологическое действие функциональных пищевых ингредиентов,3,"",,182
15353,Питание и заболеваемость,0,"",,
15352,Антропогенные экологические факторы,1,"",,25
15351,Доступное экологическое пространство,0,"",,25
15350,Должностные обязанности инженера-эколога,0,"",,
15349,Глобальный экологический прогноз,0,"",,25
15348,Профессиональная деятельность эколога,0,"",,25
15347,Развитие экологических наук,0,"",,25
15346,Воспроизведение цифрового видеосигнала,0,"",,17
15345,Запись цифрового видеосигнала,0,"",,
15344,Прикладные цифровые системы видеотехники,-2,"",,
15343,Специфика сжатия видеоинформации,0,"",,
15342,Методы сжатия данных,0,"",,
15341,Системы записи цифрового видеосигнала,0,"",,
15340,Акустическая томография,0,"",,20
15339,Позитронно-эмиссионная томография,0,"",,20
15338,Магнитно-резонансная томография,0,"",,20
15337,Методики дефектоскопии материалов,0,"",,117
15336,Аппаратура дефектоскопии,0,"",,20
15335,Методы промышленной интроскопии,0,"",,
15334,Влияние дефектов на работоспособность,0,"",,
15333,Дефектоскопия материалов,2,"",,117
15332,Разделение твердых материалов,-2,"",,117
15331,Разделение жидких систем,-1,"",,
15330,Разделение газовых систем,-1,"",,
15329,Разделение однородных подвижных сред,-1,"",,25
15328,Разделение неоднородных подвижных сред,4,"",,25
15327,Системы разделения веществ и сред,0,"",,25
15326,Энергоэффективное технологическое оборудование и устройства,1,"",,20
15325,Управление энергоиспользованием,-1,"",,
15324,Анализ использования и генерирования энергии,0,"",,49
15323,Системы энергоснабжения,0,"",,
15322,Энерготехнологии пищевых биотехнологических производств,0,"",,21
15321,Методы акустического контроля,0,"",,
15320,Оптоакустика,0,"",,20
15319,Преобразователи акустических колебаний,0,"",,
15318,Акустические свойства сред,0,"",,
15317,Элементы линейной теории упругости,1,"",,20
15316,Акустические колебания и волны,0,"",,20
15315,Конструкторская документация,13,"",,77
15314,Виртуальная инженерия,0,"",,
15313,Средства моделирования в САПР,0,"",,
15312,Проектирование механизмов автоматизированных систем неразрушающего контроля,0,"",,20
15305,Физиология пищеварения,2,"",,182
15304,Тепло­ и массообмен,0,"",,
15303,Механические и гидромеханические процессы,0,"",,20
15302,Процессы транспортировки и дозирования,0,"",,
15301,Гидростатика и гидродинамика,-1,"",,
15300,Процессы и аппараты пищевой технологии,1,"",,21
15299,Методика продуктового расчета при производстве ликероводочных изделий,0,"",,21
15298,Методика расчета купажных листов,0,"",,21
15297,Методика расчета сортировки,0,"",,
15296,Методика продуктового расчета,0,"",,21
15295,Нормы расхода сырья,0,"",,21
15294,Принципиально-технологическая схема производства,0,"",,36
15293,Кинетические модели роста,0,"",,20
15292,Биологическая термодинамика,0,"",,57
15291,Процесс ферментации,0,"",,
15290,Кинетика клеточных культур,14,"",,57
15289,Технологические (аппаратурные) схемы производства,0,"",,36
15288,Теплообменные процессы в биотехнологии,0,"",,21
15287,Массообменные процессов в биотехнологии,0,"",,21
15286,Состав технического проекта,0,"",,
15285,Биотехнология новых материалов,1,"",,117
15284,Медицинская биотехнология,0,"",,107
15283,Генетическая инженерия,0,"",,
15282,Клеточная инженерия,1,"",,
15281,Энзиматическая инженерия,1,"",,
15280,Проблемы и методы биотехнологии,0,"",,21
15279,Сжатие информации,1,"",,
15278,Условная энтропия,2,"",,
15277,Энтропия сложной системы,-3,"",,
15276,Классическая энтропия,1,"",,
15275,Особенности тестирования ПО,-1,"",,
15274,Речевой интеллект,0,"",,
15273,Современные проблемы логики,-1,"",,19
15272,Ударные волны,-1,"",,20
15271,Математические проблемы генетики,-1,"",,11
15270,Теория струн,-1,"",,
15269,Лаборатории и НИИ,-1,"",,
15268,Организация научной работы в России,-1,"",,37
15267,Оборудование для переработки отходов пищевых производств,0,"",,36
15266,Технологии очистки стоков,0,"",,25
15265,Сточные воды пищевых производств,1,"",,25
15264,Биопереработка,0,"",,
15263,Пиролизная переработка,0,"",,
15262,Химико-термическое разложение,0,"",,
15261,Отходы в пищевом производстве,0,"",,
15260,Разнообразие микробных клеток,0,"",,
15259,Аэробные и анаэробные микроорганизмы,1,"",,57
15258,Энергетическая микробиология,0,"",,57
15257,Метаболизм микроорганизмов,0,"",,57
15256,Молекулярная систематика прокариот,1,"",,
15255,Микробные клетки,0,"",,
15254,Химический состав клеток,0,"",,21
15253,Микробиология и микроорганизмы,11,"",,57
15252,Вторичные метаболиты спиртового брожения,0,"",,21
15251,Технология чистой культуры,0,"",,31
15250,Спиртовое брожение в технологиях спирта и вина,0,"",,21
15249,Спиртовое брожение в технологии хлеба,0,"",,21
15248,Характеристика микроорганизмов,0,"",,57
15247,Характеристика ферментов,0,"",,24
15246,Химический состав сырья,0,"",,21
15245,Ингибиторы роста и размножения дрожжей,0,"",,21
15244,Модель клеточного цикла дрожжей,0,"",,21
15243,Закономерности роста и размножения дрожжей,0,"",,21
15242,Способы культивирования,0,"",,
15241,Метаболизм дрожжей,0,"",,21
15240,Радиационная безопасность продовольственного сырья,0,"",,21
15239,Генетически модифицированные источники пищи (ГМИ),0,"",,21
15238,Химические и биологические ксенобиотики,0,"",,57
15237,Токсичные компоненты пищевых продуктов,0,"",,21
15236,Потенциально-опасные вещества пищи,0,"",,21
15235,Системы безопасности биотехнологических продуктов,0,"",,21
15234,Розливостойкость вина,0,"",,
15233,Приготовление сусла,0,"",,
15232,Химизм спиртововго брожения. Метаболизм дрожжей,0,"",,21
15231,Плодово-ягодное сырье,0,"",,
15230,Сырье для производства вина,0,"",,
15229,Повышение вкусовой стабильности пива,0,"",,21
15228,Вкусо-ароматические компоненты пива,0,"",,21
15227,Коллоидный состав пива,0,"",,21
15226,Режимы брожения,0,"",,
15225,Сбраживание сусла,0,"",,
15224,Химический состав ячменя,0,"",,21
15223,Микробиологический способ модификации пищевого сырья,-1,"",,21
15222,Применение биомодифицированного сырья,-1,"",,21
15221,Биомодификация пищевых волокон,-1,"",,21
15220,Биомодификация растительного белка,-1,"",,
15219,Биомодификация крахмала,-1,"",,
15218,Обнаружение приоритетных загрязнителей,0,"",,
15217,Экологическая химия атмосферы,0,"",,25
15216,Электрохимия,3,"",,24
15215,Строение вещества,19,"",,
15214,Экологические и гигиенические нормативы контроля окружающей среды,0,"",,25
15213,Техносфера,0,"",,
15212,Правовой режим охраны отдельных объектов ОС,0,"",,
15211,Правовые формы использования природных ресурсов,0,"",,
15210,Экологические правоотношения,0,"",,27
15209,Нормы экологического права,0,"",,27
15208,Охрана окружающей природной среды,1,"",,25
15207,Экологическая безопасность,9,"",,25
15206,Природная среда,0,"",,
15205,Экологические системы как объект правового регулирования,1,"",,27
15204,Расчеты индивидуальных рисков.,1,"",,
15203,Количественная оценка риска,0,"",,40
15202,Системный анализ безопасности,0,"",,180
15201,Модель управления риском,2,"",,34
15200,Концепция приемлемого риска,0,"",,
15199,Опасные факторы при производстве пищевой продукции,2,"",,21
15198,Концепция безопасности,1,"",,180
15197,Методы оценки экологического ущерба,-1,"",,25
15196,Рыночные механизмы природопользования,-1,"",,25
15195,Системы экологического менеджмента,-1,"",,25
15194,Методы термической обработки опасных отходов,-1,"",,
15193,Ресурсосбережение,0,"",,
15192,Экологическая политика России,-1,"",,25
15191,Академическое письмо,6,"",,
15190,Психологические основы публичной речи,0,"",,29
15189,Составление резюме,2,"",,30
15188,Аббревиатуры в письме,0,"",,
15187,Структура писем,0,"",,
15186,Языковые принципы,0,"",,26
15185,Этикет при деловой переписке,0,"",,30
15170,Лицензирование промышленных предприятий,0,"",,
15169,Эколого-экономическая экспертиза,0,"",,25
15168,Модель чистого производства,0,"",,25
15167,Инновационные экологически безопасные технологии,0,"",,283
15166,Защита от техногенного воздействия,0,"",,25
15165,Техногенные системы,0,"",,
15164,Опасные природные явления,0,"",,
15163,Техносферная и экологическая безопасность,2,"",,25
15161,Электронные таблицы,6,"",,
15152,Загрязнения окружающей среды,1,"",,25
15145,Интеграция критической системы,1,"",,
15144,Жизненный цикл разработки,0,"",,17
15143,Мониторинг ИБ критической системы,1,"",,
15142,Распределенный критические системы,1,"",,
15141,Инструментальные средства автоматизированного проектирования,1,"",,
15140,Инженерия высокотехнологичного ПО,1,"",,17
15139,Критические программные системы,2,"",,
15138,Минимизация атак,1,"",,180
15137,Выявление атак на ресурсы,2,"",,180
15136,Реагирование на инциденты ИБ,0,"",,
15135,Мониторинг,0,"",,
15134,Управление конфигурациями,0,"",,17
15133,Визуализация активностей SOC,1,"",,
15132,Анализ данных в рамках SOC,1,"",,
15131,Компоненты SOC,0,"",,
15130,Стратегия функционирования SOC,2,"",,
15129,Электромагнитные волны и живые организмы,1,"",,57
15128,ЭМС в зданиях,1,"",,
15127,Минимизация влияния помех на печатные платы,1,"",,
15126,Ослабление помех,1,"",,
15125,Механизмы и пути передачи помех,1,"",,33
15124,Помехоустойчивость,2,"",,
15123,Распространение помех,1,"",,
15122,Нормы электромагнитной совместимости,1,"",,
15121,Проблема получения измерительной информации,3,"",,
15120,Световая чувствительность глаз,-2,"",,
15119,Зрительные функции,-1,"",,182
15118,Цветовое зрение,0,"",,
15117,Стереоэффект,-2,"",,
15116,Система коррекции зрения,-1,"",,
15115,Световоспринимающая система глаза,-2,"",,182
15114,Оптические модели глаза,0,"",,20
15113,Эргономика,-1,"",,20
15112,Устройство глаза,0,"",,
15111,Наноантенны,0,"",,20
15110,Плотность оптических состояний,0,"",,20
15109,Расчет излучения точечного диполя,0,"",,20
15108,Электрические и магнитные диполи,0,"",,20
15107,Метод расчет электромагнитного поля,0,"",,
15106,Расчет рассеяния плоских волн на бесконечных сферических объектах,0,"",,
15105,Расчет рассеяния плоских волн на бесконечных цилиндрических объектах,0,"",,
15104,Метод трансфер-матриц для слоистых сред,0,"",,
15103,Методы детектирования и распознавания лиц,2,"",,
15102,Адаптивные системы распознавания образов,3,"",,14
15101,Слежение за точками,-1,"",,
15100,Алгоритмы обнаружения особых точек,0,"",,17
15099,Постобработка изображений объектов,4,"",,17
15098,Сегментация объектов,-1,"",,
15097,Вероятностные методы,0,"",,
15096,Методы вычисления фона,-1,"",,
15095,Безопасность в виртуальных средах,0,"",,180
15094,Трансформация V2V/P2V/V2P,0,"",,
15093,Миграция виртуальных машин,0,"",,17
15092,System Center Virtual Machine Manager,0,"",,17
15091,Настройка виртуальных сетей,0,"",,
15090,Конфигурирование Hyper-V,0,"",,
15089,Инфраструктура виртуализации,0,"",,
15088,Решения виртуализации,0,"",,
15087,Оценка среды перед внедрением виртуализации,0,"",,
15086,Криптоанализ криптосистем с открытым ключом,3,"",,180
15085,Требования безопасности,0,"",,180
15084,Шифрование с открытым ключом,1,"",,
15083,Схемы шифрования,0,"",,
15082,Криптосистемы с секретным ключом,2,"",,180
15081,Современная криптография,0,"",,180
15080,Математический минимум,0,"",,
15074,Симметричные и ассиметричные шифры,0,"",,
15073,Защита веб-приложений,0,"",,180
15072,Уязвимости в сети Интернет,1,"",,180
15071,Угрозы безопасности,1,"",,180
15070,Интернет,-1,"",,17
15069,Технологии программной защиты в сети,-1,"",,17
15068,Модель управления телекоммуникационной сетью(SIEM-инструменты),0,"",,33
15067,Концепция непрерывной интеграции,0,"",,
15066,Модели взаимосвязи открытых систем,0,"",,
15065,Cеть управления телекоммуникациями (TMN-концепция),0,"",,33
15064,Формализованные методы анализа систем,0,"",,
15063,Системы и теории управления системами,0,"",,
15062,Электромагнитная индукция,6,"",,20
15061,Постоянный электрический ток,-1,"",,20
15060,Поляризуемость и диэлектрическая проницаемость,1,"",,20
15059,Электрическое поле в веществе,1,"",,20
15058,Электрический потенциал,0,"",,20
15057,Принцип суперпозиции,0,"",,
15056,Электрическое поле неподвижных зарядов,0,"",,20
15055,Электростатика в вакууме,0,"",,20
15054,Классическая и неклассическая рациональность,-2,"",,19
15053,Асимптотические ряды,-1,"",,
15052,Асимптотические методы,-1,"",,11
15051,Методы вычисления несобственных интегралов,-1,"",,
15050,Аналитические и мероморфные функции,-1,"",,11
15049,Дифференциальные уравнения в частных производных,2,"",,11
15048,Заземление технических средств,0,"",,
15047,Экранирование электромагнитных полей,0,"",,20
15046,Защита информации от утечки по техническим каналам,0,"",,180
15045,Техническая разведка,0,"",,
15044,Информационная безопасность Российской Федерации,0,"",,180
15043,Система защиты информации,0,"",,180
15042,Информация как объект защиты,1,"",,180
15041,Анализаторы протоколов и сигнализации,0,"",,
15040,Измерения на вторичных сетях связи,0,"",,
15039,Анализаторы транспортных каналов в PDN/SDN,0,"",,
15038,Методология измерений в цифровых каналах,0,"",,
15037,Сигналы в телекоммуникационных системах,1,"",,33
15036,Измерительная аппаратура,0,"",,
15035,Измерительные технологии современных телекоммуникаций,0,"",,33
15034,Мультисервисные телекоммуникационные сети,0,"",,33
15033,Сети передачи данных,4,"",,33
15032,Сети и системы пакетной коммутации,2,"",,33
15031,Сети телефонной связи,0,"",,
15030,Роль телекоммуникационных систем и сетей связи в современном обществе,4,"",,33
15029,Рынок телекоммуникаций,-1,"",,33
15028,Методы управления проектами,0,"",,
15027,Методы и стратегии научно-технологического развития,3,"",,283
15026,Разработка оптических устройств на национальном и глобальном рынке,0,"",,77
15025,Прием и обработка оптической информации,1,"",,223
15024,Измерение неоптических величин оптическими методами,0,"",,
15023,Измерение оптических параметров твердых тел,0,"",,
15022,Параметры когерентного и некогерентного луча,0,"",,20
15021,Оптические и электрофизические параметры твердого тела,0,"",,20
15020,Взаимодействие излучения с веществом,1,"",,20
15019,Твердотельая оптоэлектроника,4,"",,56
15018,Фотометрия и радиометрия,1,"",,20
15017,Эталонные модель,0,"",,
15016,Вариационное исчисление.,2,"",,
15015,Вариационные методы,-3,"",,
15014,Интегральное преобразование Фурье и Лапласа,-1,"",,11
15013,Метод интегральных преобразований,-3,"",,
15012,Разложение функции в интеграл Фурье,-3,"",,11
15011,Метод Фурье в задачах с непрерывным спектром,-3,"",,
15005,Аналитическое продолжение,-1,"",,
15004,Бесконечные произведения,-2,"",,
15003,Конформные отображения,0,"",,
15002,Теоремы о голоморфных функциях,-2,"",,
15001,Теория вычетов,1,"",,
15000,Комплексные ряды,2,"",,11
14999,Интегрирование функций комплексного переменного,2,"",,
14998,Непрерывность и дифференцируемость,-1,"",,
14997,Элементы световодной фотоники,0,"",,
14996,Механизмы фоторефрактивности германо-силикатных световодов,0,"",,
14995,Волоконные решетки Брэгга,1,"",,
14994,Дисперсия в оптических волокнах,1,"",,
14993,Распространение излучения в оптических волноводах,1,"",,20
14991,Четырехволновое взаимодействие,-3,"",,20
14990,Многоэтапные итерационные методы,-2,"",,
14989,Консервативные разностные схемы,-2,"",,
14988,Начальные и граничне условия,-3,"",,
14987,Нормировки физических величин,-3,"",,20
14986,Виды нелинейности,-3,"",,
14985,Фурье спектрометр,1,"",,
14984,Растровый прибор,0,"",,
14983,Сисам,0,"",,
14982,Схемы призменных и дифракционных спектральных приборов,0,"",,77
14981,Классификация спектральных приборов,0,"",,77
14980,Диспергирующие системы,0,"",,
14978,Концепции хранилищ данных в СППР,2,"",,
14972,Алгоритмы обработки ситуаций и решений,0,"",,17
14970,Аналитические системы,0,"",,
14966,Системы поддержки принятия решений (СППР),4,"",,17
14962,Мониторинг работы транспортных средств,0,"",,40
14960,АСУ транспортным процессом,0,"",,17
14959,Информационные потоки в транспортных системах,0,"",,17
14958,Информационное обеспечение транспортного процесса,0,"",,17
14957,Математическое ожидание и дисперсия,1,"",,
14956,Плотность распределения вероятностей,-1,"",,
14955,Функция распределения случайных величин,-1,"",,
14954,Операции над событиями,-2,"",,
14953,Случайные события,0,"",,
14952,Рассеяние света,1,"",,
14951,Нормальная и аномальная дисперсия,1,"",,
14950,Интерференция световых волн,1,"",,20
14949,Уравнение волны,0,"",,11
14948,Амплитудно-частотная характеристика,0,"",,
14947,Вынужденные колебания,2,"",,
14946,Колебания математического и физического маятника,0,"",,
14945,Криволинейные и поверхностные интегралы,2,"",,
14944,Интегральное исчисление функций одной переменной,-3,"",,
14943,Дифференциальное исчисление функций одной переменной,-2,"",,
14942,Предел и непрерывность,-3,"",,
14941,Множества и функции,1,"",,11
14940,Тензорная алгебра,-1,"",,11
14939,Спектральный анализ линейных операторов,0,"",,
14938,Алгебра операторов и матриц,6,"",,
14937,Линейные операторы,12,"",,
14936,Линейные алгебраические системы уравнений,5,"",,11
14935,Теория устойчивости,-1,"",,
14934,Системы дифференциальных уравнений,2,"",,11
14933,Линейные дифференциальные уравнения,5,"",,11
14932,Теорема существования решения,-3,"",,
14931,Обыкновенное дифференциальное уравнение (ОДУ),-2,"",,
14927,Нелинейные алгебраические системы и уравнения,0,"",,11
14926,Методы алгебры и оптимизации,-1,"",,
14925,Аппроксимация функций,-1,"",,11
14924,моделирование физических систем,1,"",,37
14923,Уплотнения,-3,"",,
14922,Соединения элементов машин,-2,"",,
14921,Расчет и конструирование вала,-3,"",,77
14920,Повреждения и критерии работоспособности,-3,"",,
14919,Структура проектной деятельности,-3,"",,
14918,Расчет на выносливость при переменных нагрузках,-3,"",,
14917,Действующие напряжения,-3,"",,
14916,Экономическая эффективность новой техники,-3,"",,40
14915,Классификация трубопроводов,0,"",,
14914,Истечение жидкости,-1,"",,
14913,Динамика сплошной среды,6,"",,20
14912,Кинематика жидкостной среды,0,"",,
14911,Физические свойства жидкостей,0,"",,20
14910,Гидростатическое давление,0,"",,
14909,Ньютоновские и неньютоновские жидкости,1,"",,20
14908,Капельные жидкости,0,"",,
14907,Протоколы обмена данными,0,"",,
14906,Аналого-цифровое преобразование,0,"",,17
14905,Таймеры,-2,"",,
14904,Недостатки обычных портов,-2,"",,
14903,Порты ввода-вывода,-1,"",,
14902,Основные программные пакеты,2,"",,
14901,Возможности вычислительной техники,0,"",,
14899,Бортовые средства ИТС,-2,"",,35
14898,Управление дорожным движением,-2,"",,74
14895,Анализ проектов развития ИТС,-1,"",,
14894,Средства  управления информационными потоками в транспортных системах,0,"",,17
14893,Информационные технологии на автомобильном транспорте,-2,"",,17
14892,Тепловое расширение твердых тел,0,"",,
14891,Теплоемкость электронного газа,-1,"",,20
14890,Перенос тепловой энергии в диэлектриках и металлах,0,"",,20
14889,Спектры частоты и энергия колебаний,-1,"",,20
14888,Теплоёмкость твёрдого диэлектрика,0,"",,20
14887,Тепловая энергия,-1,"",,49
14886,Поверка и калибровка средств измерений,2,"",,
14885,Точность методов и результатов измерений,-1,"",,
14884,Декларирование соответствия,-1,"",,
14883,Обязательная и добровольная сертификация,-1,"",,
14882,Оценка соответствия,2,"",,
14881,Региональная и международная стандартизация,0,"",,32
14880,Система стандартизации Российской Федерации,-1,"",,32
14879,Технические регламенты,-1,"",,
14878,Качество и техническое регулирование,-1,"",,77
14877,Статические и динамические характеристики объектов,0,"",,
14876,Автоматическое управление при аварийных возмущениях,0,"",,34
14875,Программное автоматическое управление,0,"",,34
14874,Автоматические и автоматизированные комплексы,0,"",,
14873,Интегрированные системы управления,0,"",,
14872,Автоматизированные системы управления технологическими процессами,3,"",,17
14871,Измерение давления и влажности,-2,"",,
14870,Измерение скорости движения жидкости и газа,-2,"",,
14869,Неконтактные методы измерения температуры,0,"",,
14868,Международная температурная шкала (МТШ),-1,"",,
14867,Контактные методы измерения температуры,0,"",,
14865,Единое информационное пространство (ЕИП),2,"",,17
14863,Виртуальное моделирование производственных процессов,0,"",,
14861,Автоматизация инженерных расчетов,0,"",,
14860,Интегрированное использование 3D моделей и баз знаний,0,"",,
14859,CAE/CAD/CAM системы,2,"",,17
14858,Виртуальные 3D модели,0,"",,
14857,Фальсификации в научной среде,0,"",,37
14856,Популяризация науки,0,"",,
14855,Детерминированные и недетерминированные процессы,0,"",,
14854, Пространство и время,0,"",,
14853,Современная научная картина мира,1,"",,37
14852,Процесс научного и технического познания,0,"",,
14851,Методы научного познания,2,"",,
14846,Проекционные системы,0,"",,
14843,Зарубежные программы для расчета оптики,1,"",,20
14842,Российские программы для расчета оптики,1,"",,20
14841,Программное обеспечение расчета оптических систем,0,"",,20
14840,Локальная и глобальная оптимизация,3,"",,
14839,Моделирование характеристик оптических материалов,1,"",,117
14838,Автоматизация проектирования оптических систем,0,"",,77
14837,Моделирование объекта светового промышленного дизайна,1,"",,
14836,Пропорциональный анализ,2,"",,
14835,Цвето-колористический анализ,0,"",,
14834,Анализ аналогов световых объектов,0,"",,
14833,Цепочка взаимосвязи с потребителем,0,"",,40
14832,Сценарии неопределенности,0,"",,
14831,Анализ областей применения технологий,0,"",,283
14830,Проблемная диаграмма,0,"",,
14829,Модуляция частоты света,0,"",,
14828,Волоконно-оптические датчики (ВОД),0,"",,
14827,Поляризационная модуляция,0,"",,
14826,Частотная модуляция,0,"",,
14825,Фазовая модуляция,0,"",,
14824,Амплитудная модуляция,0,"",,
14823,Интегральная оптика в ВОИС,0,"",,223
14822,Волоконно-оптические измерительные системы (ВОИС),0,"",,223
14821,Верификация моделей,-3,"",,
14820,Специальные виды математических моделей,-2,"",,
14819,Методы анализа математических моделей систем управления,-5,"",,34
14818,Методы преобразования математических моделей,-1,"",,11
14817,Области применения моделей разных классов,-3,"",,
14816,Методы математического моделирования,13,"",,11
14809,Системы цветного и стереоскопического изображения,0,"",,
14808,Видеоусилители,0,"",,
14807,Аналоговая и цифровая обработка видеосигнала,0,"",,17
14806,Фотоэлектрические преобразователи,0,"",,
14805,Развертка изображения,0,"",,
14804,Параметры и характеристики оптико-цифровых систем,0,"",,
14803,Вейвлет анализ,0,"",,
14802,Обработка нестационарных сигналов,0,"",,17
14801,Фурье-преобразование,0,"",,
14800,Обработка статических и динамических сигналов,0,"",,17
14799,Стационарность и эргодичность,0,"",,
14798,Аналоговая и цифровая фильтрация,0,"",,17
14797,Квантование и дискретизация,0,"",,
14796,Природа возникновения сигналов,0,"",,
14795,Оптические приборы слежения и управления,-1,"",,223
14794,Оптические измерительные приборы,1,"",,32
14793,Микроскопы,1,"",,
14792,Информационные характеристики оптических приборов,0,"",,77
14791,Телескопические системы,5,"",,
14790,Фотографические оптические системы,-1,"",,223
14789,Оптические приборы регистрации и воспроизведения информации,-1,"",,17
14788,Проектирование индустриальных КФС,-1,"",,
14787,Анализ и оценка угроз информационной безопасности,-4,"",,180
14786,Нормативные основы эксплуатации КФС,-4,"",,
14785,Вычислительные платформы КФС,-2,"",,
14784,Проектирование систем управления,0,"",,34
14783,Обеспечивающие технологии КФС,-2,"",,35
14782,Жизненный цикл КФС,-2,"",,35
14781,Типовой процесс выполнения заказа,0,"",,
14780,Цифровой двойник промышленного объекта,1,"",,14
14779,Умная фабрика,0,"",,
14778,Система MGF/PRO,0,"",,
14777,Оперативное управление производством,0,"",,36
14776,Интегрированная ИС управления предприятием,0,"",,17
14775,Современные ИС управления предприятиями,0,"",,17
14774,Синтез электрических цепей,0,"",,56
14773,Электрические фильтры,0,"",,
14772,Переходные процессы в линейных электрических цепях,13,"",,56
14771,Спектральный метод анализа цепей,0,"",,
14770,Частотный спектр периодического колебания,0,"",,20
14769,Пассивные четырехполюсники,0,"",,
14768,Анализ цепей в частотной области,0,"",,
14767,Электрические цепи при гармоническом воздействии,0,"",,56
14766,Анализ цепей постоянного тока,0,"",,
14765,Спектроскопия ЭПР,-1,"",,
14764,Атом как магнитная система,-1,"",,20
14763,Спектроскопия ЯМР,-1,"",,
14762,Адсорбционная спектроскопия,-1,"",,20
14761,Модель потенциальной ямы,-1,"",,
14760,Электронная спектроскопия,-1,"",,
14759,Квантовая колебательная система,-1,"",,20
14758,Колебательная спектроскопия,-2,"",,
14757,Взаимодействие света с веществом,1,"",,
14756,Электромагнитная теория света,-1,"",,20
14755,Растворные химические технологии,0,"",,24
14754,Процессы в химических реакторах,0,"",,24
14753,Физико-химические основы химических технологий,0,"",,24
14752,Химические технологии (ХТ) и нехимические,1,"",,24
14751,Топливно-энергетический комплекс (ТЭК),-2,"",,49
14750,Химико-технологическая система,-2,"",,24
14749,Химико-технологический процесс (ХТП),0,"",,24
14748,Химическое производство,-2,"",,24
14747,Экстракция,0,"",,
14746,Перегонка и ректификация,0,"",,21
14745,Абсорбция,0,"",,
14744,Массопередачи в системах со свободной границей раздела фаз,1,"",,20
14743,Нагрев и охлаждение в химической технологии,0,"",,24
14742,Тепловые процессы,4,"",,
14741,Законы сохранения массы,0,"",,
14740,Моделирование химико-технологических процессов,0,"",,24
14739,Гидромеханические процессы,1,"",,20
14738,Обмен белков,-4,"",,21
14737,Пептидная связь,-5,"",,
14736,Тонкое строение полипептидной цепи (ППЦ),-5,"",,
14735,Объекты исследований молекулярной биологии,-4,"",,57
14734,ПОИ на внешнем фотоэффекте,-1,"",,
14733,ПОИ на внутреннем фотоэффекте,-1,"",,
14732,Тепловые ПОИ,-2,"",,
14731,Организация цифрового производства,7,"",,35
14730,Робототехника,0,"",,61
14729,Новые производственные технологии,4,"",,283
14728,Системы моделирования производственных процессов,1,"",,
