id;description
23256;Обучающиеся научатся самостоятельно анализировать новые профессиональные проблемы в области микроэлектроники и будут владеть способностью и готовностью к выбору оптимального метода разработке программ экспериментальных исследований, проведению измерений с выбором технических средств. Дополнительно в рамках курса будут изучены принципы наблюдения ядерного магнитного резонанса и методика сбора данных при использовании конкретных экспериментальных процедур.
23467;Целью дисциплины является формирование у студентов профессиональных компетенций и получения практических навыков в области разработки требований к программному обеспечению, позволяющих применять их для управления ИТ проектами в своей профессиональной деятельности.
23814;В рамках настоящей дисциплины мы рассмотрим фундаментальные математические принципы, которые позволяют глубоким сетям обучаться, то есть находить локальные минимумы в гипервысокомерном пространстве параметров, которые сохраняют их обобщающую способность. Вы научитесь интерпретировать процессы обучения сетей с вероятностой точки зрения и сможете понять теоретические основы изначально эвристических принципов, заложенных в работу современных глубоких нейронных сетей.
23819;Данный курс будет фокусироваться на проблематике интерпретируемости работы систем на основе ИИ. Мы будем обсуждать само понятие интерпретируемости, а также методы и модели в машинном обучении, которые позволяют отследить, как алгоритм принял то или иное решение.
24004;Курс «Дополнительные главы статистической физики» знакомит учащихся с методами современной теоретической физики, используемыми в научной литературе при описании систем сильно взаимодействующих частиц, неравновесных процессов на разных пространственно-временных масштабах, влияния тепловых флуктуаций на частоты переходов и времена жизни локально равновесных состояний. Рассматривается формализм конти
24081;В рамках данной дисциплины студенты изучают историю развития программно-аппаратных средств защиты информации(ПАСЗИ) и современный системный подход к ПАСЗИ, методы идентификации и аутентификации пользователей в компьютерных системах, программно-аппаратные средства защиты информации и программно-аппаратные средства криптографической защиты информации.
24088;"Студенты получат представление о гуманистическом подходе к формированию качественной и комфортной городской среды, узнают о понятии субъективного качества городской среды, научатся выстраивать эмпирически измеримые индикаторы субъективного качества городской среды; формировать дизайн исследования субъективного качества городской среды с участием горожан; формировать рекомендации по проектированию городских территорий на основании данных исследований с участием горожан. Студенты научатся применять практические методы соучаствующего исследования, в т.ч. соучаствующее картирование, а также использовать геоинформационные системы общественного участия в своей работе.  
Цель курса: обучение студентов гуманистическому подходу к формированию качественной и комфортной городской среды. 
Задачи курса: 1) формирование знаний о субъективном качестве городской среды и роли общественного участия в формировании качественной и комфортной среды, 2) обучение методам соучаствующего исследования, в т.ч., соучаствующего картирования и навыкам работы с геоинформационными системами общественного участия, 3) формирование умений по разработке дизайна исследования субъективного качества городской среды, интерпретации результатов и формированию рекомендаций по проектированию городских объектов с учетом ценностей и потребностей горожан."
24142;Синтез изображений в реальном времени (Real-Time Rendering) - ключевая область компьютерной графики. Технологии синтеза изображений используются в системах виртуальной реальности и являются неотъемлемой частью подавляющего большинства тренажерных и игровых проектов. В рамка курса будут рассмотрены базовые элементы области синтеза изображений: основы фотометрии и радиометрии, модели освещения, преобразование проекций, визуализация отражений и теней. Курс имеет практический уклон и предполагает реализацию курсовых работа на основе OpenGL.
24143;"Вычислительная геометрия -- это алгоритмы и структуры данных, ""работающие"" в геометрическом пространстве. Вычислительная геометрия является одной из базовых дисциплин для компьютерных игр, CAD, картографии, робототехники и т.д. Во вводном курсе вычислительной геометрии будут рассмотрены базовые алгоритмы и структуры данных. Практическая самостоятельная работа организована на платформе проведения соревнований по программированию (Яндекс.Контест)."
24144;В данном курсе изучается устройство различных типов СУБД, использующих различные модели данных. На занятиях мы рассмотрим архитектуры, компоненты и алгоритмы, применяющиеся в этих СУБД. Особое внимание будет уделено обработке запросов. В курсе будут затронуты реляционные системы (как централизованные, так и распределенные), колоночные СУБД, системы для обработки слабоструктурированных данных (на примере XML СУБД), объектные СУБД, многомерное индексирование и настройка физического уровня. На практических занятиях мы будем строить исполнитель запросов реляционной СУБД. Слушателям курса будет выдан базовый прототип и дан доступ в систему автоматического тестирования. От студентов ожидается знакомство с базами данных, умение программировать на языке C++ и опыт работы в unix-подобных системах.
24146;Метавычисления — это раздел программирования, посвященный разработке методов анализа и преобразования программ за счет реализации конструктивных метасистем (метапрограмм) над программами. В метавычисления в первую очередь включают теорию суперкомпиляции и близкие методы и средства
24147;Поиск информации, от поиска файлов на ноутбуке до поиска отелей на соответствующих веб-сайтах, давно стал частью нашей повседневной жизни. Курс рассматривает, как устроены подобные системы поиска информации: от сбора данных, их обработки и хранения, до ранжирования результатов по запросу пользователя и оценки качества этих результатов. После прохождения курса студенты будут знать основные методы работы поисковых систем и смогут создать собственную систему поиска информации с нуля.
24148;Проектирование систем с графическим интерфейсом –– это исследование, планирование и разработка взаимодействия между человеком и машиной. Для программного обеспечения большинство интерфейсов имеют графическое представление, непосредственно с которым взаимодействует пользователь. Чтобы создавать такие системы, нужно четко понимать методологии проектирования и природу процесса, уметь подстраивать разработку под требуемую задачу. В курсе рассказываются основные подходы к исследованию предметной области и оценке интерфейсов, методологии проектирования и способы прототипирования, а также принципы и гайдлайны для современных платформ. На практике студенты выполняют собственный проект, цель которого пройти весь процесс проектирования системы от поиска проблемы до работающего прототипа.
24149;Глубокое обучение - популярная область, в которой используются нейронные сети сложной архитектуры. Такие системы дают лучшие результаты в таких областях как обработка изображений и видео, звука и текста. В курсе будут рассмотрены основные типы архитектур, принципы работы и обучения глубоких нейронных сетей. Помимо этого студенты получат практические навыки по вышеупомянутым областям применения.
24150;Глубинное обучение - популярная область, в которой используются нейронные сети сложной архитектуры. Такие системы дают лучшие результаты в таких областях как обработка изображений и видео, звука и текста. В курсе будут рассмотрены основные типы архитектур, принципы работы и обучения глубоких нейронных сетей. Помимо этого студенты получат практические навыки по вышеупомянутым областям применения.
24151;Глубинное обучение - популярная область, в которой используются нейронные сети сложной архитектуры. Такие системы дают лучшие результаты в таких областях как обработка изображений и видео, звука и текста. В курсе будут рассмотрены основные типы архитектур, принципы работы и обучения глубоких нейронных сетей. Помимо этого студенты получат практические навыки по вышеупомянутым областям применения.
24152;Машинное обучение - подход к решению задачи, в котором вместо прямого задания аналитического или вычислительного метода, мы задаем общий вид решения и алгоритм подбора точного вида. В курсе будут рассмотрены основные типы алгоритмов, принципы их работы и обучения. Помимо этого студенты получат практические навыки по вышеупомянутым областям применения.
24160;На курсе будет рассмотрена методология построения математических моделей химико-технологических процессов биорециклинга.
24161;На рубеже тысячелетий одной из важнейших стала проблема осуществления взаимодействия технически развитым обществом, человеком и природой. В результате антропогенной деятельности в окружающую среду поступило и продолжает поступать большое количество различных химических соединений. Многие из них загрязняя среду обитания, взаимодействуют между собой и с составными частями атмосферы, гидросферы, литосферы, тем самым негативно влияя на биосферу в целом. Основная цель дисциплины — сформировать целостное представление о процессах миграции и трансформации химических соединений, протекающих в окружающей среде. В ходе освоения курса студенты познакомятся с основными закономерностями функционирования биосферы. Студенты изучат механизмы накопления, миграции и трансформации соединений биогенных и токсичных элементов, которые протекают в атмосфере, гидросфере и верхней части земной коры и оказывающих существенное воздействие на биологические ресурсы планеты.
24162;Цель дисциплины — формирование у студентов системных представлений о теоретических и методических основах экологического нормирования. А также систематизировать знания студентов о  взаимодействии промышленных предприятий с окружающей средой и мерах по защите окружающей среды.  Познакомятся с законодательством в сфере охраны окружающей среды. Студенты научатся самостоятельно идентифицировать на производственных объектах источники загрязнений окружающей среды.
24165;"После дисциплин студенты будут знать: Знать – источники выделения и характеристики загрязняющих веществ, энергии и других факторов воздействия на окружающую среду; – основные параметры технологических процессов, лежащих в основе очистки сточных вод и утилизации отходов. Уметь – осуществлять технологические процессы очистки отходящих газов, сточных вод, переработки твердых отходов соответствии с регламентами и использовать технические средства измерения основных параметров технологических процессов, состава перерабатываемых отходов. Владеть – навыками проведения технологических процессов очистки отходящих газов и сточных вод, сепарации твердых отходов в соответствии с регламентами; – навыками работы со средствами измерений основных параметров технологических процессов и свойств отходов."
24166;"После дисциплины обучающиеся будут знать - международный опыт в области экологического аудита; - стандарты по экологическому аудиту, применяемые в РФ и за рубежом - основные законодательные и нормативно – правовые экологические требования при эксплуатации предприятий"
24167;"В современной природоохранной технике и технологиях используются чрезвычайно разнообразные процессы. Однако общим у них является то обстоятельство, что основные процессы очистки загрязненных сред и переработки отходов по своей сути являются процессами разделения, а системы очистки загрязненных сред строятся по принципу поэтапного изъятия загрязнений, то есть представляют собой многоступенчатые комплексные системы разделения веществ и сред, задачей которых являются выпуск в окружающую среду, по возможности, более чистых и свободных от примесей сред (воды, воздуха, компоста). С этими процессами и современными технологиями, направленными на глубокое разделение веществ и сред и глубокую очистку загрязненной среды, и знакомятся магистранты при изучении дисциплины «Теоретические основы процессов разделения сред"""
24168;"Курс направлен на изучение роли микроорганизмов в биосфере. Особое внимание уделяется превращению микроорганизмами соединений углерода, азота, серы, железа, фосфора; микробиоценозам естественных сред обитания; микробной трансформации продуктов жизнедеятельности и производственных отходов."
24169;"Большая часть отходов в настоящее время не перерабатывается, а захоранивается на полигонах, что влечет увеличение площади земель не пригодных для кого-либо использования. Сложившаяся на сегодняшний день ситуация в области обращения с отходами может привести к опасному загрязнению окружающей среды и создать реальную угрозу здоровью населения. Устойчивое управление отходами – это составная часть общей системы управления. Структура, ответственность, практические методы, процедуры и процессы должны координироваться с работами в других областях, например, в производственной и экономической деятельности, в области охраны здоровья населения и т.п. Сама по себе эта структура существовать не сможет, поэтому она должна быть включена в систему экологического управления. Основная цель дисциплины – совершенствование информационного обеспечения и подготовка специалистов по обращению с отходами. Для эффективного устойчивого управления отходами необходимо иметь представление обо всех этапах движения отходов. В ходе освоения курса студенты познакомятся с основными нормативно-правовыми актами и законами, регулирующими обращение с отходами; пути возможного сокращения потребляемых природных ресурсов, повторное использование материалов, взятых у природы, в максимально возможной степени и создание как можно меньшего количества отходов."
24172;"По окончанию курса студент будет знать: Законодательство РФ в сфере оценки воздействия на окружающую среду и экологической экспертизы, методы проведения оценки воздействия на окружающую среду; Также будет уметь планировать процедуру оценки воздействия на окружающую среду и владеть навыками проведения оценки воздействия на окружающую среду применительно к различным видам намечаемой деятельности."
24173;"Цель дисциплины - приобрести компетенции в области подбора, расчета и проектирования оборудования для защиты окружающей среды. Студенты, освоившие дисциплину, смогут самостоятельно осуществлять выбор технологического и вспомогательного оборудования для обеспечения эффективной работы установок биологической очистки сточных вод и выбросов загрязняющих веществ в атмосферный воздух; узнают особенности применения, возможности использования отдельных аппаратов и сооружений. Обучающиеся смогут самостоятельно подбирать системы, технологии и аппараты для очистки сточных вод."
24177;"Целью освоения дисциплины является достижение следующих результатов обучения: 
- Знание основ построения основных жанров письменных текстов академической и деловой сферы.
- Знание норм композиционного, стилистического и технического оформления письменного текста на иностранном языке.
- Умение использовать различные формы и виды письменной коммуникации на иностранном языке в ситуациях профессионального общения.
- Умение четко и ясно излагать свою точку зрения на иностранном языке в письменной форме.
- Знание основных понятий и терминологии своей профессиональной области на иностранном языке в объеме, позволяющем осуществлять эффективную коммуникацию на иностранном языке.
- Знание технологий подготовки устных сообщений и докладов на иностранном языке.
- Знание правил ведения публичной речи, дискуссии и полемики.
- Знание речевых стратегий и тактик предъявления информации по теме научного исследования на иностранном языке.
- Умение пользоваться иностранным языком как средством профессионального общения.
- Умение максимально точно и адекватно извлекать основную информацию из услышанного"
24177;Целью освоения дисциплины является достижение следующих результатов обучения: - Знание основ построения основных жанров письменных текстов академической и деловой сферы. - Знание норм композиционного, стилистического и технического оформления письменного текста на иностранном языке. - Умение использовать различные формы и виды письменной коммуникации на иностранном языке в ситуациях профессионального общения. - Умение четко и ясно излагать свою точку зрения на иностранном языке в устной и письменной форме. - Знание основных понятий и терминологии своей профессиональной области на иностранном языке в объеме, позволяющем осуществлять эффективную коммуникацию на иностранном языке. - Знание технологий подготовки устных сообщений и докладов на иностранном языке. - Знание правил ведения публичной речи, дискуссии и полемики. - Знание речевых стратегий и тактик предъявления информации по теме научного исследования на иностранном языке. - Умение пользоваться иностранным языком как средством профессионального общения. - Умение максимально точно и адекватно извлекать основную информацию из услышанного
24178;"Целью освоения дисциплины является достижение следующих результатов обучения: 
- Знание основ построения основных жанров письменных текстов академической и деловой сферы.
- Знание норм композиционного, стилистического и технического оформления письменного текста на иностранном языке.
- Умение использовать различные формы и виды коммуникации на иностранном языке в ситуациях бытового и профессионального общения.
- Умение четко и ясно излагать свою точку зрения на иностранном языке в устной и письменной форме."
24228;Дисциплина направлена на освоение студентами основных методов математической физики.  Она предназначена для тех, кто намерен активно и осознанно использовать математический аппарат в физических исследованиях. Программа охватывает изучение основных методов теории уравнений в частных производных эллиптического, гиперболического и параболического типов  (основного аппарата физики), теории интегральных уравнений, теории операторов, теории обобщенных функций, вариационного исчисления. Основная цель курса – сделать методы математической физики рабочим инструментом студентов, ориентированных на физические исследования, открыть для них общий математический взгляд на физические проблемы, который позволяет выявлять общие закономерности в разнородных физических явлениях.
24229;В рамках изучения данной дисциплины рассматриваются технологии работы с данными, технологии хранения данных, технологии интеграции, а также безопасность корпоративных информационных систем.
24233;Данный курс направлен на знакомство обучающихся с базовыми инструментами разработки и  управлением разработкой в IT.
24383;"Дисциплина: 
даёт представление о сигналах в оптико-электронных приборах, способы их описания, представляя сигналы как детермированные и стохастические процессы;
даёт знания о модулированных сигналах;
методы оптимальной фильтрации и обнаружения сигналов;
описание устройств, через которые проходят сигналы;
закладывает представление об характеристиках и параметрах численного представления информации."
24532;Основной целью дисциплины является формирование понимания идеологии и ключевых аспектов объектно-ориентированного программирования (ООП) на языке С#, достаточного для практического использования в процессе дальнейшего обучения и в профессиональной сфере. В процессе изучения дисциплины будут затронуты такие темы, как основные принципы ООП, принципы SOLID и GRASP, основные шаблоны (паттерны) ООП, многослойная архитектура объектно-ориентированной программы
24537;"Курс направлен на овладение основных фундаментальных понятий, выработку навыков решения практических задач, как теоретических, так и экспериментальных по разделам классической физики: механика, колебания и волны с элементами теории динамических систем; молекулярная физика и начала статистической физики, электромагнетизм; оптические явления, а также основы атомной и ядерной физики. Включает в себя лекционные, практические, лабораторные занятия, а также вычислительный практикум в рамках практических занятий."
24543;В процессе изучения дисциплины рассматриваются основы построения бизнес-моделей. Изучаются особенности формирования и виды инновационных бизнес-моделей предприятий, основные теоретические концепции анализа, построения и совершенствования бизнес-моделей. Обучающиеся получают навыки проектирования содержательных элементов бизнес-модели, основанной на инновационной идее создания технологического бизнеса.
24543;В процессе изучения дисциплины рассматриваются основы построения бизнес-моделей. Изучаются особенности формирования и виды инновационных бизнес-моделей предприятий, основные теоретические концепции анализа, построения и совершенствования бизнес-моделей. Обучающиеся получают навыки проектирования содержательных элементов бизнес-модели, основанной на инновационной идее создания технологического бизнеса.
24544;"Целью дисциплины является выработка эффективных способов управления в высокотехнологичных организациях, формирование теоретических знаний, умений и навыков решения задач, возникающих при управлении высокотехнологичным предприятием; знаний гибких технологий управления наукоемкими проектами."
24544;"Целью дисциплины является выработка эффективных способов управления в высокотехнологичных организациях, формирование теоретических знаний, умений и навыков решения задач, возникающих при управлении высокотехнологичным предприятием; знаний гибких технологий управления наукоемкими проектами."
24545;Реализация дисциплины предполагает изучение основных аспектов государственного регулирования в области ускорения инновационных процессов в национальной экономике и включают в себя освоение: - Механизмов и принципов государственного регулирования. - Мероприятий и направлений государственного регулирования экономики. - Характеристик особых экономических зон и их влияние на инновационные процессы. - Государственного частного партнерства и взаимодействие государства с частным бизнесом. - Особенностей наукоградов и результативности их развития. - Особенностей кластеров и их преимуществ. - Характеристик и особенностей технопарков. - Ключевых характеристик бизнес-инкубаторов и их особенностей.
24546;"Целью освоения дисциплины ""Основы конкурентоспособности предприятий"" является достижение следующих результатов обучения: В результате освоения дисциплины студент должен: Знать: основные понятия конкуренции, факторы, оказывающие влияние на уровень конкурентоспособности, пути повышения уровня конкурентоспособности и методики оценки конкурентоспособности предприятий. Уметь: разрабатывать системы мероприятий по повышению конкурентоспособности, анализировать конкурентную среду, разрабатывать варианты управленческих решений в области обеспечения конкурентоспособности предприятия. Владеть: специальной экономической терминологией по управлению конкурентоспособностью, навыками самостоятельного поиска информации по данной проблематике."
24547;"Курс ""Инновационные технологии бизнеса"" направлен на изучение глобальных технологических трендов в IT сфере. Основными задачами курса является изучение практики внедрения инновационных технологий на предприятиях (технологии больших данных, RPA, BI системы, Machine Learning)."
24548;Базы данных являются неотъемлемой частью большинства информационных систем: ERP-систем, социальных сетей, компьютерных игр и многих других. Знание принципов дизайна и функционирования баз данных и умение эффективно управлять информацией, которая хранится в базах данных, становятся важным конкурентным преимуществом на рынке труда и обеспечивают более глубокое понимание смежных дисциплин
24549;Курс посвящен изучению теоретических основ и практического проектирования информационных систем в специфике объектно-ориентированного подхода. Актуальность и важность дисциплины определяется необходимостью изучения теоретических положений, связанных с нормативно-технической документацией на разработку и проектирование информационных системы, управление жизненным циклом, архитектурой ИС, внедрением и сопровождением ИС, а также получения практических навыком разработки основных проектных документов, моделирования и анализа бизнес-процессов, применения современных CASE-средств.
24550;Базы данных являются неотъемлемой частью большинства информационных систем: ERP-систем, социальных сетей, компьютерных игр и многих других. Знание принципов дизайна и функционирования баз данных и умение эффективно управлять информацией, которая хранится в базах данных, становятся важным конкурентным преимуществом на рынке труда и обеспечивают более глубокое понимание смежных дисциплин
